protein_mention_id,doi,name,abbreviation,species_or_source,role,query,value_origin,source_database,match_status,qa_status,qa_note,uniprot_accession,uniprot_id,reviewed,protein_full_name,organism,sequence_length,molecular_mass_Da,sequence_available,pdb_cross_refs,result_count
1581,10.3390/agriculture14112081,alkaline phosphatase,Pal,soil,soil enzyme activity bioindicator; not an adsorption target,alkaline phosphatase soil,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1582,10.3390/agriculture14112081,acid phosphatase,Pac,soil,soil enzyme activity bioindicator; not an adsorption target,acid phosphatase soil,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1583,10.3390/agriculture14112081,arylsulfatase,Aryl,soil,soil enzyme activity bioindicator; not an adsorption target,arylsulfatase soil,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1584,10.3390/agriculture14112081,beta-glucosidase,Glu,soil,soil enzyme activity bioindicator; not an adsorption target,beta-glucosidase soil,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1585,10.3390/agriculture14112081,urease,Ure,soil,soil enzyme activity bioindicator; not an adsorption target,urease soil,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
813,10.3390/app8101941,thrombin,TB,Sigma-Aldrich,target protein for capture and release,thrombin Sigma-Aldrich,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
814,10.3390/app8101941,human serum proteins,,human serum,complex matrix/background proteins,human serum proteins,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
1606,10.3390/biomedicines10020330,dipeptidyl peptidase IV,DPP-IV,human intestinal Caco-2 cells,"enzyme activity target for inhibition assay, not adsorption target",human DPP4 human intestinal Caco-2 cells,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1607,10.3390/biomedicines10020330,angiotensin converting enzyme,ACE,human intestinal Caco-2 cells,"enzyme activity target for inhibition assay, not adsorption target",human ACE human intestinal Caco-2 cells,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1608,10.3390/biomedicines10020330,soybean glycinin,,soybean,source protein for Soy1 peptide motif,soybean glycinin,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1609,10.3390/biomedicines10020330,lupin beta-conglutin,,lupin,source protein for Lup1 peptide motif,lupin beta-conglutin,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
876,10.3390/biomimetics10120798,Alexa350-labeled antibody,,,protein target for hydrogel microneedle antibody-binding assay,Alexa350-labeled antibody,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
877,10.3390/biomimetics10120798,mouse IgG1,IgG1,mouse,SPR antibody target,mouse immunoglobulin gamma 1,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
878,10.3390/biomimetics10120798,mouse IgG2a,IgG2a,mouse,SPR antibody target,mouse immunoglobulin gamma 2a,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
879,10.3390/biomimetics10120798,mouse IgG2b,IgG2b,mouse,SPR antibody target,mouse immunoglobulin gamma 2b,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
880,10.3390/biomimetics10120798,mouse IgG3,IgG3,mouse,SPR antibody target,mouse immunoglobulin gamma 3,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
881,10.3390/biomimetics10120798,anti-mouse CTLA-4 antibody,CTLA-4 antibody,anti-mouse,SPR antibody target and proposed therapeutic antibody cargo,anti-mouse CTLA-4 antibody,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
882,10.3390/biomimetics10120798,polyclonal anti-rabbit IgG,anti-rabbit IgG,polyclonal anti-rabbit,dot blot detection antibody,polyclonal anti-rabbit IgG,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
883,10.3390/biomimetics10120798,BC-MAP (Y13W and Y79W),BC-MAP Y13W/Y79W,engineered fusion protein containing Staphylococcus aureus protein A domains and mussel adhesive protein,hydrogel functional protein and antibody-binding ligand,Staphylococcus aureus protein A mussel adhesive protein fp-5 fusion engineered fusion protein containing Staphylococcus aureus protein A domains and mussel adhesive protein,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
884,10.3390/biomimetics10120798,BC-MAP (Y13F and Y79F),BC-MAP Y13F/Y79F,engineered fusion protein containing Staphylococcus aureus protein A domains and mussel adhesive protein,antibody-binding ligand evaluated by SPR but not selected for hydrogel patch experiments,Staphylococcus aureus protein A mussel adhesive protein fp-5 fusion engineered fusion protein containing Staphylococcus aureus protein A domains and mussel adhesive protein,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
679,10.3390/bios12090714,hemoglobin,,red blood cells,health background mention,hemoglobin red blood cells,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1244,10.3390/bios15050326,lysozyme,Lys,,capture protein; tear biomarker model; adsorbs spontaneously to SiHG lenses,lysozyme,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1245,10.3390/bios15050326,fluorescein-labeled lysozyme,F-Lys,,fluorescent capture protein for direct lens binding assay,lysozyme,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1246,10.3390/bios15050326,anti-lysozyme antibody,Anti-Lys,mouse host,primary antibody / target protein model,mouse immunoglobulin anti lysozyme mouse host,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1247,10.3390/bios15050326,fluorescein-conjugated anti-lysozyme antibody,F-anti-Lys,mouse host,target protein or biomarker protein captured by Lys-coated lenses,mouse immunoglobulin anti lysozyme mouse host,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1248,10.3390/bios15050326,rhodamine red-labeled goat anti-rabbit IgG,Rh-anti-IgG,goat anti-rabbit,detection antibody,goat anti rabbit IgG goat anti-rabbit,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1249,10.3390/bios15050326,Alexa Fluor 647-labeled goat anti-human IgG,AF-anti-IgG,goat anti-human,detection antibody,goat anti human IgG goat anti-human,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1250,10.3390/bios15050326,human serum albumin,HSA,human,tear protein mention,human serum albumin,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
1251,10.3390/bios15050326,matrix metalloprotease-9,MMP-9,,future ocular surface disease biomarker target,MMP9 human,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1575,10.3390/coatings9040218,bovine serum albumin,BSA,bovine,protein foulant for anti-fouling membrane evaluation,bovine serum albumin,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
1396,10.3390/cosmetics9050106,Arthrospira platensis lysate proteolytic enzymes,,Arthrospira platensis,entrapped active enzyme mixture in hydrogel formulation,Arthrospira platensis protease,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1397,10.3390/cosmetics9050106,protease zone,,Arthrospira platensis lysate,zymography-detected proteolytic enzyme,Arthrospira platensis 75 kDa protease Arthrospira platensis lysate,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
1398,10.3390/cosmetics9050106,protease zone,,Arthrospira platensis lysate,zymography-detected proteolytic enzyme,Arthrospira platensis 35 kDa protease Arthrospira platensis lysate,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
1399,10.3390/cosmetics9050106,phycocyanin,,Arthrospira platensis,co-extracted protein pigment separated into PEG-rich phase,Arthrospira platensis phycocyanin,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1331,10.3390/cryst9050253,glucose isomerase,GI,S. rubiginosus,model protein for crystallization and polymorph studies,glucose isomerase S. rubiginosus,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1203,10.3390/foods15010009,whey protein isolate,WPI,"Fonterra Cooperative Group Limited, Auckland, New Zealand",emulsifier; nanogel precursor; adsorbing protein phase,"whey protein isolate Fonterra Cooperative Group Limited, Auckland, New Zealand",external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1204,10.3390/foods15010009,beta-lactoglobulin,,main component of whey protein,model size representation for non-heated WPI,beta-lactoglobulin main component of whey protein,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1205,10.3390/foods15010009,nanogel whey protein isolate,nanogel WPI,prepared from WPI using calcium chloride and heat,Pickering particle stabilizer adsorbed at oil-water interface,nanogel whey protein isolate prepared from WPI using calcium chloride and heat,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
353,10.3390/gels10030200,bovine serum albumin,BSA,bovine,model protein adsorbate and released protein,Bos taurus serum albumin ALB bovine,external_descriptor,UniProt,matched,needs_review,reported_species_not_in_uniprot_organism,P02769,ALBU_BOVIN,False,Albumin,Bos taurus,607.0,69293.0,True,,3.0
354,10.3390/gels10030200,silk fibroin,,Bombyx mori silkworm cocoons,hydrogel component and protein-affinity modifier,Bombyx mori fibroin Bombyx mori silkworm cocoons,external_descriptor,UniProt,matched,needs_review,reported_species_not_in_uniprot_organism,P21828,FIBL_BOMMO,False,Fibroin light chain,Bombyx mori,262.0,27669.0,True,,3.0
355,10.3390/gels10030200,pepsin,,porcine gastric mucosa,chemical stability challenge enzyme,Sus scrofa pepsin porcine gastric mucosa,external_descriptor,UniProt,matched,needs_review,reported_species_not_in_uniprot_organism,P00791,PEPA_PIG,False,Pepsin A,Sus scrofa,385.0,41262.0,True,,3.0
356,10.3390/gels10030200,gelatin,,,cell-culture coating material,gelatin,external_descriptor,UniProt,matched,usable,,Q15848,ADIPO_HUMAN,False,Adiponectin,Homo sapiens,244.0,26414.0,True,,3.0
357,10.3390/gels10030200,fetal bovine serum,FBS,bovine fetal serum,cell-culture supplement,fetal bovine serum bovine fetal serum,external_descriptor,UniProt,matched,needs_review,reported_species_not_in_uniprot_organism,P01009,A1AT_HUMAN,False,Alpha-1-antitrypsin,Homo sapiens,418.0,46737.0,True,,3.0
102,10.3390/gels10030201,bovine serum albumin,BSA,bovine,model protein adsorbate and encapsulated protein,bovine serum albumin Bos taurus,external_descriptor,UniProt,matched,needs_review,reported_species_not_in_uniprot_organism,P02769,ALBU_BOVIN,False,Albumin,Bos taurus,607.0,69293.0,True,,3.0
103,10.3390/gels10030201,soy protein,,soy,literature comparator mentioned for mechanism discussion,soy protein,external_descriptor,UniProt,matched,needs_review,reported_species_not_in_uniprot_organism,P21812,MCPT4_MOUSE,False,Mast cell protease 4,Mus musculus,246.0,27204.0,True,,3.0
1434,10.3390/gels10050320,bovine serum albumin,BSA,bovine,model protein for anti-protein adsorption experiment,bovine serum albumin,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
299,10.3390/gels10070472,serum proteins,,fetal bovine serum,adsorbate mixture in hydrogel adsorption assay,serum proteins fetal bovine serum,external_descriptor,UniProt,matched,needs_review,reported_species_not_in_uniprot_organism,A7MB74,SGK1_BOVIN,False,Serine/threonine-protein kinase Sgk1,Bos taurus,431.0,49026.0,True,,3.0
300,10.3390/gels10070472,bovine serum albumin,BSA,bovine,dominant serum protein used for mechanistic interpretation,bovine serum albumin,external_descriptor,UniProt,matched,needs_review,reported_species_not_in_uniprot_organism,P02769,ALBU_BOVIN,False,Albumin,Bos taurus,607.0,69293.0,True,,3.0
301,10.3390/gels10070472,plasma proteins,,blood plasma,coating on microspheres for optical tweezers interaction-force assay,plasma proteins blood plasma,external_descriptor,UniProt,matched,needs_review,reported_species_not_in_uniprot_organism,P05154,IPSP_HUMAN,False,Plasma serine protease inhibitor,Homo sapiens,406.0,45675.0,True,,3.0
302,10.3390/gels10070472,albumin,,blood serum,example serum protein,albumin blood serum,external_descriptor,UniProt,matched,needs_review,reported_species_not_in_uniprot_organism,P02770,ALBU_RAT,False,Albumin,Rattus norvegicus,608.0,68731.0,True,,3.0
303,10.3390/gels10070472,fibrinogen,,blood serum,example serum protein,fibrinogen blood serum,external_descriptor,UniProt,matched,needs_review,reported_species_not_in_uniprot_organism,P02675,FIBB_HUMAN,False,Fibrinogen beta chain,Homo sapiens,491.0,55928.0,True,,3.0
304,10.3390/gels10070472,immunoglobulins,,blood serum,example serum protein,immunoglobulin blood serum,external_descriptor,UniProt,matched,needs_review,reported_species_not_in_uniprot_organism,P24071,FCAR_HUMAN,False,Immunoglobulin alpha Fc receptor,Homo sapiens,287.0,32265.0,True,,3.0
305,10.3390/gels10070472,vitronectin,,blood serum,example serum protein,vitronectin blood serum,external_descriptor,UniProt,matched,needs_review,reported_species_not_in_uniprot_organism,P04004,VTNC_HUMAN,False,Vitronectin,Homo sapiens,478.0,54306.0,True,,3.0
306,10.3390/gels10070472,C3a,C3a,human blood,complement activation marker,human complement C3a human blood,external_descriptor,UniProt,matched,needs_review,reported_species_not_in_uniprot_organism,P01024,CO3_HUMAN,False,Complement C3,Homo sapiens,1663.0,187148.0,True,,3.0
779,10.3390/gels10100647,bovine serum albumin,BSA,bovine,model protein for nonspecific protein adsorption assay,bovine serum albumin,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
943,10.3390/gels10120786,lysozyme,,,enzyme in resorption medium; not an adsorption target,lysozyme,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
944,10.3390/gels10120786,gelatin type B,Gel,,hydrogel-forming proteinaceous polymer; not adsorption target,gelatin type B,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1096,10.3390/gels11020118,trypsin,,,enzyme stimulus for hydrogel degradation; not an adsorption target,trypsin,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1097,10.3390/gels11020118,pepsin,,,enzyme in simulated gastric release medium; not an adsorption target,pepsin,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
115,10.3390/gels11060402,bovine serum albumin,BSA,bovine,protein matrix component; recovery comparator,bovine serum albumin,external_descriptor,UniProt,matched,needs_review,reported_species_not_in_uniprot_organism,P02769,ALBU_BOVIN,False,Albumin,Bos taurus,607.0,69293.0,True,,3.0
116,10.3390/gels11060402,human serum albumin,HSA,human,protein matrix component,human serum albumin,external_descriptor,UniProt,matched,needs_review,reported_species_not_in_uniprot_organism;common_accession_mismatch_expected_P02768,P43652,AFAM_HUMAN,False,Afamin,Homo sapiens,599.0,69069.0,True,,3.0
117,10.3390/gels11060402,hemoglobin,Hb,,protein matrix component,hemoglobin,external_descriptor,UniProt,matched,usable,,P68871,HBB_HUMAN,False,Hemoglobin subunit beta,Homo sapiens,147.0,15998.0,True,,3.0
118,10.3390/gels11060402,lysozyme,LYS,,protein matrix component; high-recovery protein,lysozyme,external_descriptor,UniProt,matched,usable,,P61626,LYSC_HUMAN,False,Lysozyme C,Homo sapiens,148.0,16537.0,True,,3.0
119,10.3390/gels11060402,ovalbumin,OVA,,protein matrix component; recovery comparator,ovalbumin,external_descriptor,UniProt,matched,usable,,P01012,OVAL_CHICK,False,Ovalbumin,Gallus gallus,386.0,42881.0,True,,3.0
120,10.3390/gels11060402,DNase I,DNase I,,material reagent,DNase I,external_descriptor,UniProt,matched,usable,,Q13609,DNSL3_HUMAN,False,Deoxyribonuclease gamma,Homo sapiens,305.0,35504.0,True,,3.0
121,10.3390/gels11060402,RNase I,RNase I,,material reagent,RNase I,external_descriptor,UniProt,matched,usable,,Q45493,RNJ1_BACSU,False,Ribonuclease J1,Bacillus subtilis (strain 168),555.0,61517.0,True,,3.0
122,10.3390/gels11060402,Proteinase K,Proteinase K,,material reagent,Proteinase K,external_descriptor,UniProt,matched,usable,,P06873,PRTK_PARAQ,False,Proteinase K,Parengyodontium album,384.0,40300.0,True,,3.0
786,10.3390/gels11120984,fetal bovine serum proteins,FBS,fetal bovine serum,mixed serum protein adsorbate,fetal bovine serum proteins,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
787,10.3390/gels11120984,bovine serum albumin,BSA,bovine,single-protein adsorbate,Bos taurus serum albumin bovine,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
788,10.3390/gels11120984,albumin,,blood serum,serum protein example / abundant serum protein,albumin blood serum,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
789,10.3390/gels11120984,fibrinogen,,blood serum,serum protein example,fibrinogen blood serum,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
790,10.3390/gels11120984,immunoglobulins,,blood serum,serum protein example,immunoglobulins blood serum,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
791,10.3390/gels11120984,vitronectin,,blood serum,serum protein example,vitronectin blood serum,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
292,10.3390/gels4010009,lysozyme,lys,chicken egg white,primary target protein,chicken egg white lysozyme,external_descriptor,UniProt,matched,needs_review,reported_species_not_in_uniprot_organism,P00698,LYSC_CHICK,False,Lysozyme C,Gallus gallus,147.0,16239.0,True,,3.0
293,10.3390/gels4010009,cytochrome c,cyt c,horse heart,comparator protein and permeability probe,horse heart cytochrome c,external_descriptor,UniProt,matched,needs_review,reported_species_not_in_uniprot_organism,P00004,CYC_HORSE,False,Cytochrome c,Equus caballus,105.0,11833.0,True,,3.0
414,10.3390/gels6010004,human immunoglobulin M,hIgM,human; artificial human plasma,adsorption and purification target,human immunoglobulin M human; artificial human plasma,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
415,10.3390/gels6010004,anti-human immunoglobulin M,anti-hIgM,,immobilized affinity ligand,anti-human IgM antibody,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
416,10.3390/gels6010004,artificial human plasma proteins,,artificial human plasma,competitor protein mixture,artificial human plasma proteins,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
725,10.3390/gels7030113,human serum albumin,HSA,human,protein adsorbate,human serum albumin,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
726,10.3390/gels7030113,commercial human serum albumin,CHSA,commercial,protein adsorbate,human serum albumin commercial,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
727,10.3390/gels7030113,blood human serum albumin,BHSA,human blood serum,protein adsorbate in serum-related matrix,human serum albumin human blood serum,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
959,10.3390/gels8010046,nonspecific proteins,,,foulants in antifouling discussion and records,nonspecific proteins,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
960,10.3390/gels8010046,fibrinogen,,,blood protein foulant,fibrinogen human,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
961,10.3390/gels8010046,fibrin network,,,coagulation protein network,fibrin human,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
962,10.3390/gels8010046,platelet-rich plasma proteins,PRP,,complex fouling matrix,platelet-rich plasma proteins,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
963,10.3390/gels8010046,human whole-blood proteins,,human whole blood,complex blood-contact matrix,human whole-blood proteins human whole blood,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
964,10.3390/gels8010046,fetal bovine serum,FBS,bovine serum,protein-rich biological medium,fetal bovine serum,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
965,10.3390/gels8010046,organophosphorus hydrolase,OPH,,protein cargo in CBAA nanogels,organophosphorus hydrolase,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
966,10.3390/gels8010046,fibroblast growth factor-2,FGF-2,,growth factor cargo,fibroblast growth factor 2 human,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
967,10.3390/gels8010046,collagen II,,cartilage,cartilage binding target,collagen type II alpha 1 cartilage,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
968,10.3390/gels8010046,antibody,,,recognition molecule/immobilized probe ligand,antibody,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
579,10.3390/gels8060367,Bovine serum albumin,BSA,bovine,protein building block for BSAMA synthesis,Bovine serum albumin,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
580,10.3390/gels8060367,Bovine serum albumin methacryloyl,BSAMA,derived from bovine serum albumin,hydrogel precursor and polymer backbone,Bovine serum albumin derived from bovine serum albumin,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
581,10.3390/gels8060367,Proteinase K,,,enzymatic degradation reagent,Proteinase K,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
582,10.3390/gels8060367,Fetal bovine serum,FBS,bovine serum,cell culture supplement,Fetal bovine serum,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
375,10.3390/gels8080501,catalase,,commercial catalase enzyme,target enzyme immobilized onto p(HEMA-co-AGE) cryogel,catalase commercial catalase enzyme,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
927,10.3390/gels8100653,bovine serum albumin,BSA,bovine,model protein for nanogel interaction assays,bovine serum albumin,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
928,10.3390/gels8100653,human serum albumin,HSA,human,contextual comparison explaining BSA model selection,human serum albumin,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
323,10.3390/gels9010014,ovalbumin,OVA,hen egg white,hydrogel-forming protein matrix,ovalbumin Gallus gallus hen egg white,external_descriptor,UniProt,matched,needs_review,reported_species_not_in_uniprot_organism,P01012,OVAL_CHICK,False,Ovalbumin,Gallus gallus,386.0,42881.0,True,,3.0
324,10.3390/gels9010014,human serum albumin,HSA,human,comparator hydrogel protein,human serum albumin,external_descriptor,UniProt,matched,needs_review,reported_species_not_in_uniprot_organism;common_accession_mismatch_expected_P02768,P43652,AFAM_HUMAN,False,Afamin,Homo sapiens,599.0,69069.0,True,,3.0
325,10.3390/gels9010014,bovine serum albumin,BSA,bovine,comparator hydrogel protein,bovine serum albumin,external_descriptor,UniProt,matched,needs_review,reported_species_not_in_uniprot_organism,P02769,ALBU_BOVIN,False,Albumin,Bos taurus,607.0,69293.0,True,,3.0
508,10.3390/gels9010041,laccase,,Aspergillus spp.,protein target immobilized on chitosan hydrogel; catalytic enzyme for dye degradation,laccase Aspergillus Aspergillus spp.,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1373,10.3390/gels9030175,fibrinogen,,bovine plasma,hydrogel-forming protein precursor,bovine fibrinogen bovine plasma,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
1374,10.3390/gels9030175,fibrin,,,reference hydrogel material,fibrin,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1375,10.3390/gels9030175,thrombin,,,enzyme reference and catalysis control,thrombin,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1376,10.3390/gels9030175,factor XIII,FXIII,residual in commercial fibrinogen,possible residual cross-linking enzyme under physiological-condition gelation,factor XIII residual in commercial fibrinogen,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1098,10.3390/gels9040341,carbonic anhydrase,CA,experimental thermostable microbial carbonic anhydrase from Novozymes A/S,entrapped enzyme and CO2 hydration catalyst,carbonic anhydrase microbial Novozymes thermostable experimental thermostable microbial carbonic anhydrase from Novozymes A/S,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1099,10.3390/gels9040341,glucose oxidase,GOx,,literature example,glucose oxidase,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1100,10.3390/gels9040341,horseradish peroxidase,HRP,,literature example,horseradish peroxidase,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1101,10.3390/gels9040341,alkaline phosphatase,ALP,,literature example,alkaline phosphatase,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1102,10.3390/gels9040341,catalase,,,literature comparison,catalase,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1103,10.3390/gels9040341,lysozyme,,,literature comparison,lysozyme,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1104,10.3390/gels9040341,laccase,,,literature example,laccase,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1576,10.3390/gels9100776,lipase from Candida rugosa,lipase,Candida rugosa,adsorbed or entrapped target enzyme,Candida rugosa lipase EC 3.1.1.3,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1577,10.3390/gels9100776,bovine serum albumin,BSA,bovine,reference protein for Bradford assay,bovine serum albumin,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
1578,10.3390/gels9100776,soybean lipoxygenase type 1B,,soybean,enzyme used to synthesize hydroperoxide model compounds,soybean lipoxygenase type 1B,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
555,10.3390/gels9110892,fibrinogen,,bovine,hydrogel-forming protein precursor,bovine fibrinogen,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
556,10.3390/gels9110892,fibrin,,,reference gel material,fibrin,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
557,10.3390/gels9110892,thrombin,,,enzyme used for fibrin reference and ruled out in pseudo-fibrin controls,thrombin,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
558,10.3390/gels9110892,factor XIII,FXIII,,possible residual crosslinking enzyme controlled by inhibitor,coagulation factor XIII,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1639,10.3390/gels9120968,lysozyme,Lys,hen egg white,loaded protein enzyme and released bioactive agent,hen egg white lysozyme,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1640,10.3390/gels9120968,Micrococcus lysodeikticus cell-wall substrate,M. lysodeikticus,ATCC No. 4698,enzyme activity assay substrate,Micrococcus lysodeikticus cell-wall substrate ATCC No. 4698,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1443,10.3390/gels9120971,anti-collagen antibody,ACA,humanized IgG4 produced by CHO cells,therapeutic antibody loaded into and released from THG,anti-collagen antibody humanized IgG4 produced by CHO cells,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1444,10.3390/gels9120971,human immunoglobulin G,hIgG,human,control antibody in hIgG-THG construct,human immunoglobulin G,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1445,10.3390/gels9120971,human procollagen I,,human dermal fibroblast cultures,native ACA target in Western blot and ELISA binding assays,human collagen type I alpha chains human dermal fibroblast cultures,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1446,10.3390/gels9120971,pro-alpha2(I) chain,pro-alpha2(I),human procollagen I,ACA-recognized antigen chain containing alpha2(I)Ct epitope,COL1A2 human human procollagen I,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1447,10.3390/gels9120971,pro-alpha1(I) chain variants,pro-alpha1(I),human procollagen I,negative specificity comparator lacking alpha2(I)Ct target,COL1A1 human human procollagen I,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1448,10.3390/gels9120971,goat anti-human IgG,,goat,secondary antibody,goat anti-human IgG,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1449,10.3390/gels9120971,protein-L,,,affinity chromatography ligand for ACA purification,protein L,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1522,10.3390/ijms21072315,alkaline phosphatase,ALP,bovine intestinal mucosa-derived,enzyme loaded in GG hydrogels and target for gallotannin interaction,alkaline phosphatase bovine intestinal mucosa bovine intestinal mucosa-derived,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1196,10.3390/ijms22189857,staphylococcal recombinant Protein A,PA,Staphylococcus aureus; recombinant supplied by Kaneka Corp.,immobilized affinity ligand for IgG Fc region,Staphylococcus aureus Protein A spa Staphylococcus aureus; recombinant supplied by Kaneka Corp.,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1197,10.3390/ijms22189857,mouse anti-goat IgG,IgG,mouse,target antibody for adsorption quantification,mouse immunoglobulin G,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
